id,source,category,duration,daily_hours,invest_amount,invest_display,revenue_amount,revenue_display,has_main_job,failure_reasons,difficulties,free_text,keywords,failure_category,summary,risk_level
1,pickply,재능_프리랜서,1년 이상,1~3시간,2000909,"200만 909(2,000,909)",1500000,"150만(1,500,000)",예,마케팅 실패,"고객 확보 (마케팅), 운영 지속성",본업말고 수익을 더 얻고싶어서 시작했는데 작업 특성상 주기적인 제안이 들어오지 않았음,프리랜서;제안부족;고객확보,마케팅부족,재능 프리랜서로 1년 운영했으나 주기적 제안 부족으로 고객 확보 실패,medium
60,pickply,기타,1년 이상,1시간 미만,0,0,3000,"3,000",예,실행력 부족,시간 관리,"급여로 생활하기 빠듯하다고 판단하여 시작하였고, 모으기 힘들었다",실행력부족;시간관리;소액수익,시간관리,1년 이상 부업 시도했으나 하루 1시간 미만 투자로 소액 수익에 그침,low
61,pickply,투자_재테크,1년 이상,1~3시간,10000000,"1,000만(10,000,000)",200000,"20만(200,000)",예,"시장 조사 부족, 시간 부족",수익화 연결,월급에 대한 불만족으로 인해 시작했지만 과도한 정보의 홍수에서 어떤 것이 나한테 맞을지 찾기가 어려워 시행착오를 많이 겪음,정보과다;시행착오;투자방향성,타겟분석실패,"투자재테크 부업, 정보 과다로 방향성 상실해 시행착오 반복",medium
62,pickply,재능_프리랜서,1년 이상,1~3시간,500,500,200,200,예,"마케팅 실패, 자본 부족","고객 확보 (마케팅), 수익화 연결, 운영 지속성, 경쟁 심화",ai 툴이 많이 생겨나면서 과거에 배웠던 걸 접목해서 본업 외 수익을 창출해보고자 하였음. 초기 진입은 수월했으나 아무래도 상단 진입이라던지 꾸준한 유입이 되지 않다보니 수익 전환이 쉽지 않았음. 광고나 마케팅 비용에 은근 달마다 투자를 하고 있어서 더더욱 일정한 수익이 나지 않았음,AI툴;마케팅비용;상단진입,마케팅부족,"AI툴 활용 프리랜서 부업, 광고비 지속 투자했으나 유입 부족으로 수익화 실패",medium
63,pickply,플랫폼노동,1년 이상,1~3시간,0,0,0,0,예,원인을 모르겠음,"수익화 연결, 경쟁 심화",소소한 시간 활용하려 했으나 활동에 비해 수입이 너무 적어서 포기할 수밖에 없었다.,플랫폼노동;저수익;시간대비효율,타겟분석실패,플랫폼노동 1년 이상 했으나 활동 대비 수입이 너무 적어 포기,low
64,pickply,콘텐츠_SNS,1년 이상,3~5시간,100000,"10만(100,000)",300000,"30만(300,000)",예,"마케팅 실패, 시간 부족","고객 확보 (마케팅), 수익 구조 이해, 시간 관리, 운영 지속성","생활비에 보탬이 되고지 시작했는데, 확장하기에는 시간과 정보가 너무 부족했습니다. 그래서 탐색하고 시행착오를 많이 겪었습니다",시간부족;정보부족;시행착오,시간관리,"SNS 콘텐츠 부업, 시간과 정보 부족으로 확장 실패",low
65,pickply,콘텐츠_SNS,3~6개월,5시간 이상,3000000,"300만(3,000,000)",0,0,예,"자본 부족, 시간 부족","수익 구조 이해, 수익화 연결",취미로 시작했고 처음에는 고객을 유치하기위해 손이득을 보지말고로 시작했는데 체력은 고괄되고 이득은 없고 잡일은 늘어나서 몸이 너무 힘들고 고되어서 포장도 새벽내내 하면서 이득이 없는 일을 하고 있다보니 지쳐서 금방 그만뒀던 것 같아요. 하지만 고객 유치를 하는데는 성공했어요. 하루에 주문이 50건 이상은 들어왔기 때문에.,고객유치;수익구조;체력소진,마케팅부족,SNS로 고객 50건 유치 성공했으나 저가 전략으로 수익 없이 체력만 소진,medium
66,pickply,투자_재테크,1년 이상,1~3시간,40000,"4만(40,000)",1200000,"120만(1,200,000)",예,시장 조사 부족,"수익 구조 이해, 시간 관리, 정보 부족","코인이벤트 참여하면서 시작, 손절과 익절 시점을 잡기가 어려웠다",코인투자;손절익절타이밍;이벤트참여,타겟분석실패,코인 이벤트로 시작했으나 손절·익절 타이밍 판단 실패,medium
67,pickply,플랫폼노동,3~6개월,1~3시간,50000,"5만(50,000)",30,30,예,"마케팅 실패, 자본 부족","고객 확보 (마케팅), 운영 지속성",본업 외 수익을 얻기 위해 시작해볼 생각이었는데 주변에서도 권유하길래 시작했습니다 다만 본업과 병행해서 하기엔 시간적 능력적으로도 부족했고 마케팅과 자본력에서 문제가 많았습니다,플랫폼노동;시간부족;마케팅,마케팅부족,"플랫폼노동 부업, 본업 병행 중 시간·마케팅 역량 부족으로 실패",low
68,pickply,콘텐츠_SNS,6개월~1년,1~3시간,0,0,3400,"3,400",예,마케팅 실패,운영 지속성,개인 블로그를 하다가 부수입을 만들고 싶어서 시작했습니다. 블로그 운영이 어려웠던 점은 블로그 게시글 노출이 잘안되다보니 방문자수를 늘리기가 쉽지 않았습니다.,블로그;노출부족;방문자확보,마케팅부족,"블로그 부업, 게시글 노출 부족으로 방문자 확보 실패",low
69,pickply,투자_재테크,1년 이상,1시간 미만,10000000,"1,000만(10,000,000)",1000000,"100만(1,000,000)",예,자본 부족,"시간 관리, 경쟁 심화","패시브 인컴, 일을 하지 않고도 돈을 벌수 있는 수단을 마련하기 위해 장기투자를 시작했음. 하지만 시드머니가 많지 않아서 수익률이 아무리 높아도 실제 버는 돈은 적어서, 시드 머니를 축적하는 게 제일 어려움. 결국 인내심 아님 다른 수단으로 돈을 벌어 놓아야 장기투자가 수월해져서 그게 제일 어려움.",시드머니부족;장기투자;수익률한계,자금부족,시드머니 부족으로 장기투자 수익 실현 어려움,medium
70,pickply,콘텐츠_SNS,1년 이상,1~3시간,0,0,100000,"10만(100,000)",예,시간 부족,"고객 확보 (마케팅), 수익 구조 이해, 운영 지속성, 정보 부족",네이버 애드포스트를 목적으로 시작했습니다 처음에 금융을 주제로 글을 작성했습니다 시간적 한계와 정보의 속도를 따라가기 힘들어서 피로도가 증가했습니다 그래서 현재는 1주에 1개 글을 작성하는 것을 지속하고 있습니다,네이버애드포스트;금융블로그;정보피로도,시간관리,"금융 블로그 운영, 정보 업데이트 속도를 따라가지 못해 주1회로 축소",low
71,pickply,콘텐츠_SNS,1년 이상,1시간 미만,0,0,0,0,예,"실행력 부족, 시간 부족","시간 관리, 귀차늠",추가적인 부가수입을 얻기위해서 했으나 본업과 병행하다보니 꾸준히 하는게 제일 어려웠움 시간도 넉넉하지 못하다보니 경쟁력있는 일을 하지 못함,시간부족;꾸준함부족;경쟁력부족,시간관리,"본업 병행으로 SNS 콘텐츠 제작 시간 부족, 꾸준함 유지 실패",low
72,pickply,온라인판매_이커머스,6개월~1년,3~5시간,0,0,0,0,예,"시장 조사 부족, 마케팅 실패","고객 확보 (마케팅), 시간 관리",계기는 추가적인 수입을 만들기 위해 시작했어요 가벼운 마음으로 시작했는데 일은 가볍지 않더라구요 시장 조사도 쉽지 않고 본업과 병행하면서 하기가 어려웠어요,온라인판매;시장조사부족;본업병행어려움,마케팅부족,"온라인판매 시작했으나 시장조사와 고객확보 실패, 본업 병행 어려움",low
73,pickply,재능_프리랜서,1개월 미만,1~3시간,0,0,0,0,예,실행력 부족,시간 관리,돈이 필요해서 시작했으며 수익을 올리는 방법을 찾는 것이 힘들고 본업을 하면서 부업에 시간을 쏟기 어려워서,시간부족;수익방법;본업병행,시간관리,"프리랜서 부업, 본업과 병행하며 시간 부족으로 수익 방법 찾지 못함",low
74,pickply,플랫폼노동,1년 이상,3~5시간,2000000,"200만(2,000,000)",70000,"7만(70,000)",예,"실행력 부족, 시간 부족","수익 구조 이해, 운영 지속성",투잡으로 저축금액을 늘리고 싶어서,플랫폼노동;시간부족;낮은수익,시간관리,1년간 하루 3~5시간 플랫폼노동 투자했으나 7만원 수익에 그침,high
75,pickply,오프라인부업,6개월~1년,1~3시간,5,5,10,10,아니오,마케팅 실패,"고객 확보 (마케팅), 운영 지속성",핸드메이드로 폰줄이나 키링에 관심이 많아서 시작했는데 생각보다 판매가 어려웠고 사람들의 흥미를 이끌어 내지 못한 거 같아요 저렴한 비용으로 좋은 수익을 내야 된다는 조바심이 계속 들었습니다ㅠ,핸드메이드;판매부진;고객흥미부족,마케팅부족,핸드메이드 폰줄·키링 제작했으나 고객 흥미 유도 실패로 판매 부진,low
76,pickply,투자_재테크,1년 이상,1~3시간,10000000,"1,000만(10,000,000)",-1,미기재,예,"시장 조사 부족, 시간 부족","수익화 연결, 정보 부족",일단 배달은 본업으로는 형편이 어렵다고 생각해서 시작했고 본업이 끝나는시간이 매일 달라서 시간상의 문제로 실행이 좀 어렵다. 주식은 정보도 그렇고 끈기가 부족해서 손실을 꽤 보는중이다,주식투자;배달부업;시간불규칙,시간관리,"불규칙한 본업 종료시간으로 배달 어렵고, 정보부족과 끈기부족으로 주식 손실",medium
77,pickply,투자_재테크,6개월~1년,1시간 미만,1000000,"100만(1,000,000)",-300000,"-30만(-300,000)",예,시장 조사 부족,"수익 구조 이해, 수익화 연결, 정보 부족",주변에서 많이 하길래 시작해보았고 24시간 열려있는 마켓이다보니 대응이 어려웠다,24시간거래;대응어려움;시장조사부족,타겟분석실패,24시간 열린 투자 시장 대응 어려워 30만원 손실,medium
78,pickply,투자_재테크,1~3개월,1시간 미만,1500000,"150만(1,500,000)",10000,"1만(10,000)",예,"시장 조사 부족, 자본 부족",수익 구조 이해,친구가 주식 종목을 추천해줘서 한번해볼까해서 시작하게됐는데 처음에 수익 좀 봐서 계속 하게됐는데 마이너스 크게 한번 탁와서 그때 그냥 팔았어요. 현타와서 좀 쉬다가 적금만 넣고있어요.. 친구따라 주식 하지마세요,주식투자;지인추천;손실매도,타겟분석실패,"친구 추천 주식 투자, 초반 수익 후 큰 손실로 손절매",high
79,pickply,투자_재테크,6개월~1년,1~3시간,0,0,0,0,예,"실행력 부족, 시간 부족","고객 확보 (마케팅), 수익 구조 이해, 운영 지속성, 정보 부족",용돈벌이로 시작햇다가 지속성에 어려움을느꼈어요 그래서 처음에는 꾸준히 하다가 나중에되니까 느슨해져서 띄엄띄엄하다가 아예 안하게되어버리는 경우가 있었습니다,용돈벌이;지속성부족;동기저하,시간관리,투자재테크 부업을 용돈벌이로 시작했으나 동기부여 약화로 중단,low
80,pickply,재능_프리랜서,1년 이상,3~5시간,400000,"40만(400,000)",600000,"60만(600,000)",예,"실행력 부족, 시간 부족","시간 관리, 정보 부족","처음엔 수익 후기 보고 혹해서 시작했는데, 막상 해보니 꾸준한 시간 투자와 마케팅이 어렵더라고요… 생각보다 성과가 안 나서 중간에 포기하게 됐어요.",마케팅부족;시간투자;꾸준함부족,시간관리,"재능 프리랜서 부업, 마케팅과 꾸준한 시간 투자 실패로 중도 포기",low
81,pickply,투자_재테크,1년 이상,1~3시간,50000000,"5,000만(50,000,000)",-10000000,"-1,000만(-10,000,000)",아니오,시장 조사 부족,"수익화 연결, 정보 부족",소소하게 시작하였으나 욕심이 커져 생각보다 일이커졌고 손절할 타이밍을 놓쳐서 손실이 커졌습니다.,투자욕심;손절타이밍;시장조사부족,타겟분석실패,투자재테크 부업에서 욕심으로 규모 확대 후 손절 시기 놓쳐 1천만원 손실,high
82,pickply,콘텐츠_SNS,1년 이상,1~3시간,200000,"20만(200,000)",500000,"50만(500,000)",예,"실행력 부족, 시간 부족","수익 구조 이해, 수익화 연결, 운영 지속성, 경쟁 심화","지인 추천으로 가볍게 시작했는데, 고객 확보가 생각보다 어렵고 시간 대비 수익이 적어서 점점 지치더라고요… 결국 오래 못 갔어요.",고객확보;시간대비수익;지속성부족,마케팅부족,"SNS 콘텐츠 부업, 고객 확보 실패와 낮은 시간 효율로 중단",low
83,pickply,콘텐츠_SNS,3~6개월,1~3시간,0,0,20,20,예,시간 부족,수익 구조 이해,부수입을 위해 시작했으나 정보와 체력의 한계,SNS부업;시간부족;수익구조,시간관리,"SNS 콘텐츠 부업, 정보 부족과 체력 한계로 3~6개월 만에 중단",low
84,pickply,플랫폼노동,1년 이상,3~5시간,30000000,"3,000만(30,000,000)",3000000,"300만(3,000,000)",예,실행력 부족,"시간 관리, 수익화 연결",돈벌려고 시간마련,플랫폼노동;시간관리;고액투자,시간관리,플랫폼노동에 3천만원 투자 후 1년간 하루 3~5시간 투입했으나 300만원만 회수,high
85,pickply,콘텐츠_SNS,3~6개월,1~3시간,0,0,0,0,예,"실행력 부족, 마케팅 실패","고객 확보 (마케팅), 수익화 연결","블로그를 했는데 사람들이 뭘 좋아하는지, 그리고 그걸로 어떻게 수익을 내야하는지 잘 모르겠었다",블로그;타겟불명;수익화전략,타겟분석실패,블로그 운영 시 독자 니즈 파악 실패 및 수익화 방법 부재,low
86,pickply,플랫폼노동,1년 이상,1~3시간,0,0,15000,"1만 5,000(15,000)",예,"실행력 부족, 시간 부족","시간 관리, 운영 지속성","주변 지인의 추천으로 앱테크를 시작했고 처음엔 수익이 잘 나는듯 하였으나, 점점 보상이 줄어듦.. 또 쉽게 할 수는 있지만 시간대비 보상이 적다보니 지속적으로 하기엔 어려움이 있었다.. 그래서 요즘은 가끔 생각나면 하는 중.",앱테크;보상감소;시간대비효율,시간관리,앱테크 시작했으나 보상 감소와 낮은 시간대비 효율로 지속 어려움,low
87,pickply,플랫폼노동,1년 이상,1~3시간,0,0,20000,"2만(20,000)",예,시간 부족,"수익화 연결, 경쟁 심화",본업만으로 생계유지가 힘들고 시간이 남아서 찾아보다가 부업을 시작했습니다 갈수록 해당 부업을 원하는 사람이 많아 앱테크는 포인트가 줄아들고 일은 지원한 만큼 뽑히지 않아 힘든 것 같습니다,앱테크;경쟁심화;포인트감소,경쟁분석부족,"앱테크 부업, 지원자 증가로 포인트 감소 및 일감 확보 어려움",low
88,pickply,디지털상품_지식판매,3~6개월,1~3시간,480,480,0,0,예,"실행력 부족, 마케팅 실패","수익화 연결, 운영 지속성",인스타그램보고 시작했는데 희망심어주기만하고 쉽다해놓고 막상해보니 어렵더라구요 그래서 하다가 포기했습니다..그사람은 환불당연히안되고걍돈만날렸죠 절대!!부업하지마세요,인스타그램;환불불가;과대광고,마케팅부족,"인스타 과대광고 강의 구매 후 실행 어려움으로 포기, 환불 불가",medium
89,pickply,투자_재테크,6개월~1년,1~3시간,300,300,50,50,예,시장 조사 부족,"수익 구조 이해, 정보 부족",여윳돈이 생겨서 공부고 해볼겸 투자를 시작햐봤는데 생각보다 성격이랑 맞지않아서 번 돈에비해 마음고생을 너무 심하게했음,투자;성격불일치;심리적스트레스,기타,투자 부업 시작했으나 성격과 맞지 않아 심한 스트레스 경험,medium
90,pickply,콘텐츠_SNS,6개월~1년,1시간 미만,0,0,0,0,예,"시장 조사 부족, 실행력 부족","정보 부족, 경쟁 심화",아기가 태어나서 돈이 쪼들렸기 때문에 부업을 고민하다가 시작하게 되었습니다. 블로그 시작했는데 수익성이 전혀 없고 시간만들어서 포기하게 되었습니다,블로그;육아;시간부족,시간관리,"육아로 시간 부족한 상황에서 블로그 시작, 수익 없이 포기",low
91,pickply,플랫폼노동,1년 이상,1~3시간,0,0,300000,"30만(300,000)",예,"실행력 부족, 시간 부족","시간 관리, 수익화 연결, 경쟁 심화",본업으로는 가정경제 상황을 유지하기 어려워서 쉽게 시작할 수 있는 배달 서비스를 부업으로 시작,배달서비스;시간관리;수익부족,시간관리,"배달 부업 1년간 월 30만원 수익, 시간관리 어려움",low
92,pickply,재능_프리랜서,6개월~1년,1시간 미만,0,0,20,20,예,실행력 부족,"고객 확보 (마케팅), 시간 관리",본업 외에 추가적인 수입을 원했으나 꾸준히 지속하기가 쉽지 않다.,프리랜서;실행력부족;지속어려움,시간관리,"재능 프리랜서 부업, 꾸준한 실행력 부족으로 지속 어려움",low
93,pickply,투자_재테크,1년 이상,1~3시간,100000000,"1억(100,000,000)",800000,"80만(800,000)",예,자본 부족,"고객 확보 (마케팅), 시간 관리, 운영 지속성",수익이 일정치 않아서 계속 해야하는지에대한 의문과 불안함으로 계속 이어나가지 못함,투자재테크;수익불안정;지속성부족,시간관리,"투자재테크 부업, 1년간 불안정한 수익으로 지속 의지 상실",high
94,pickply,투자_재테크,6개월~1년,1시간 미만,0,0,500000,"50만(500,000)",예,시장 조사 부족,"시간 관리, 수익화 연결, 운영 지속성",우연히 유튜브에서 보고 따라하기 시작했습니다 생각보다 적성에 맞아서 계속하게 되었습니다 수익적 한계가 아쉬움이 있어요,유튜브부업;수익한계;적성맞음,타겟분석실패,"유튜브 콘텐츠 부업, 적성은 맞으나 수익 확장 전략 부족으로 한계",low
95,pickply,투자_재테크,6개월~1년,1시간 미만,25000000,"2,500만(25,000,000)",200000,"20만(200,000)",예,"시장 조사 부족, 실행력 부족","수익 구조 이해, 시간 관리, 정보 부족, 경쟁 심화","본업 수입 외 부가적인 수입으로 자산 증식 가속화를 꾀하려고 주식 투자를 시작했으나 시장 정보를 얻고 이를 해석해서 투자를 하기까지가 쉽지 않아 몇 차례 손해를 보기도 했습니다. 이후로는 좀 더 신중하게 접근하고 있지만 그래도 타인과 비슷하게, 더 밀도 있는 정보를 선점하는 것은 여전히 지난한 일인 것 같네요.",주식투자;정보격차;손실경험,타겟분석실패,주식 투자로 자산 증식 시도했으나 정보 해석 실패로 손실,high
96,pickply,콘텐츠_SNS,1년 이상,1~3시간,0,0,3000,"3,000",예,마케팅 실패,운영 지속성,친구,SNS;마케팅부족;운영지속성,마케팅부족,"SNS 콘텐츠 부업, 1년 이상 운영했으나 마케팅 부족과 운영 지속의 어려움으로 실패",low
97,pickply,콘텐츠_SNS,1년 이상,1~3시간,0,0,250000,"25만(250,000)",예,"마케팅 실패, 자본 부족","고객 확보 (마케팅), 수익화 연결, 정보 부족, 경쟁 심화","생활비 마련하고자...좀 여유러운삶을 위해서 정보부족,자본투입을 해야 이익창출이 되는데 자본도 부족하고....",자본부족;정보부족;수익화연결,자금부족,"SNS 콘텐츠 부업, 초기 자본 없이 시작해 수익화 연결 실패",low
98,pickply,투자_재테크,1년 이상,1시간 미만,50000000,"5,000만(50,000,000)",10000,"1만(10,000)",예,"시장 조사 부족, 시간 부족","시간 관리, 수익화 연결",친구의 추천,투자재테크;시장조사부족;친구추천,타겟분석실패,"친구 추천으로 시작한 투자, 시장조사 없이 5천만원 투입 후 실패",high
99,pickply,플랫폼노동,1년 이상,1~3시간,50000,"5만(50,000)",60000,"6만(60,000)",아니오,실행력 부족,수익화 연결,자투리시간 활용을 하면서 부수익을 벌기위해 앱테크를 시작하였는데 투자한 시간에 비해 수익성이 너무 적어서 만족스럽지 못했고 힘들었음,앱테크;시간대비수익;플랫폼노동,시간관리,앱테크로 1년간 투자한 시간 대비 수익성이 낮아 실패,low
100,pickply,온라인판매_이커머스,1년 이상,5시간 이상,500000,"50만(500,000)",500000,"50만(500,000)",예,"자본 부족, 원인을 모르겠음","운영 지속성, 경쟁 심화",유튜브 보던중 알고리즘으로 알게된 이후에 조금식 준비하고 시작했는데 경쟁고 심하고 이미 한물간 느낌,이커머스;경쟁심화;타이밍,경쟁분석부족,"유튜브 알고리즘으로 접한 이커머스, 시장 포화로 실패",medium
